Combined_Key,Country_Region,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case_Fatality_Ratio
"Caqueta, Colombia",Colombia,2944,82,958,1904.0,733.2704009325287,2.785326086956522
"Casanare, Colombia",Colombia,535,9,207,319.0,127.22827844681619,1.6822429906542056
"Cauca, Colombia",Colombia,2810,101,1473,1236.0,191.8759320663604,3.5943060498220643
"Cesar, Colombia",Colombia,4858,104,2327,2427.0,404.63978063826136,2.140798682585426
"Choco, Colombia",Colombia,3404,121,2658,625.0,636.4686832726908,3.554641598119859
"Cordoba, Colombia",Colombia,11623,903,5105,5615.0,651.2276282326759,7.769078551148585
"Cundinamarca, Colombia",Colombia,13031,353,7186,5492.0,446.41083088391474,2.7089248714603635
"Guainia, Colombia",Colombia,20,1,13,6.0,41.56794280251071,5.0
"Guaviare, Colombia",Colombia,176,0,69,107.0,212.6451363466116,0.0
"Huila, Colombia",Colombia,1998,54,691,1253.0,181.5726481434696,2.7027027027027017
"La Guajira, Colombia",Colombia,3062,155,1797,1110.0,347.7332606523121,5.062050947093403
"Magdalena, Colombia",Colombia,9117,458,5278,3381.0,679.4877719031767,5.023582318745201
"Meta, Colombia",Colombia,4583,70,2462,2051.0,440.79090372234117,1.5273838097316168
"Narino, Colombia",Colombia,10404,362,6363,3679.0,638.0504749195384,3.479430988081507
"Norte de Santander, Colombia",Colombia,5492,298,2200,2994.0,368.17325863501037,5.426074289876183
"Putumayo, Colombia",Colombia,1638,75,604,959.0,470.44361856730103,4.5787545787545785
"Quindio, Colombia",Colombia,558,13,269,276.0,103.35170697012802,2.3297491039426523
"Risaralda, Colombia",Colombia,2982,55,1167,1760.0,316.09040058257307,1.844399731723676
"San Andres y Providencia, Colombia",Colombia,59,0,34,25.0,96.27937336814621,0.0
"Santander, Colombia",Colombia,8060,304,2687,5069.0,368.9062387720457,3.771712158808933
"Sucre, Colombia",Colombia,7878,402,4924,2552.0,870.6290344505188,5.102817974105103
"Tolima, Colombia",Colombia,3952,91,2026,1835.0,297.1010842836384,2.3026315789473686
"Valle del Cauca, Colombia",Colombia,34585,1298,20248,13039.0,772.6961768016432,3.7530721411016335
"Vaupes, Colombia",Colombia,137,1,60,76.0,335.8090055641346,0.7299270072992701
"Vichada, Colombia",Colombia,6,0,2,4.0,5.565449688334818,0.0
Comoros,Comoros,399,7,379,13.0,45.883428492574126,1.7543859649122806
Congo (Brazzaville),Congo (Brazzaville),3745,60,1625,2060.0,67.86766150328775,1.6021361815754338
Congo (Kinshasa),Congo (Kinshasa),9538,225,8421,892.0,10.649676729051725,2.358985112182848
Costa Rica,Costa Rica,25057,263,8189,16605.0,491.8814145109434,1.0496068962764895
Cote d'Ivoire,Cote d'Ivoire,16847,105,13321,3421.0,63.86695111791806,0.6232563661185968
Croatia,Croatia,5870,160,5024,686.0,142.9870108358334,2.7257240204429305
Cuba,Cuba,3128,88,2504,536.0,27.616368383990412,2.8132992327365733
Cyprus,Cyprus,1291,20,870,401.0,106.92742270124675,1.5491866769945783
Czechia,Czechia,19075,391,13407,5277.0,178.1215058536843,2.0498034076015728
"Faroe Islands, Denmark",Denmark,339,0,225,114.0,693.7480814488898,0.0
"Greenland, Denmark",Denmark,14,0,14,0.0,24.660043683505954,0.0
Denmark,Denmark,15070,621,13066,1383.0,260.17734530367807,4.120769741207697
Diamond Princess,Diamond Princess,712,13,651,48.0,-99.0,1.8258426966292127
Djibouti,Djibouti,5358,59,5150,149.0,542.3065945210637,1.101157148189623
Dominica,Dominica,18,0,18,0.0,25.003125390673837,0.0
Dominican Republic,Dominican Republic,82224,1371,47095,33758.0,757.9713094806149,1.6673963806187977
Ecuador,Ecuador,97110,5984,78887,12239.0,550.414723976453,6.162084234373393
Egypt,Egypt,95963,5085,55901,34977.0,93.7739383694846,5.298917291039254
El Salvador,El Salvador,21644,577,10056,11011.0,333.693019997376,2.6658658288671218
Equatorial Guinea,Equatorial Guinea,4821,83,2182,2556.0,343.6244863630046,1.7216345156606514
Eritrea,Eritrea,285,0,248,37.0,8.03625733731443,0.0
Estonia,Estonia,2174,63,1975,136.0,163.88511758794883,2.8978840846366145
Eswatini,Eswatini,3525,63,1910,1552.0,303.83635417061726,1.7872340425531914
Ethiopia,Ethiopia,25118,463,11034,13621.0,21.848657935443782,1.8432996257663827
Fiji,Fiji,27,1,18,8.0,3.0119003529501005,3.703703703703704
Finland,Finland,7642,333,7050,259.0,137.9243628713824,4.357498037163047
"French Guiana, France",France,8423,50,7713,660.0,2820.056113190617,0.5936127270568681
"French Polynesia, France",France,139,0,64,75.0,49.4830974283029,0.0
"Guadeloupe, France",France,367,14,289,64.0,91.72087862103784,3.8147138964577656
"Martinique, France",France,336,16,98,222.0,89.53672737931862,4.761904761904762
"Mayotte, France",France,3091,39,2835,217.0,1133.0105236920529,1.2617275962471692
"New Caledonia, France",France,23,0,22,1.0,8.056295995320342,0.0
"Reunion, France",France,734,5,631,98.0,81.98296005397027,0.6811989100817438
"Saint Barthelemy, France",France,13,0,6,7.0,131.51239251390996,0.0
"Saint Pierre and Miquelon, France",France,4,0,1,3.0,69.02502157031924,0.0
"St Martin, France",France,84,4,44,36.0,217.28446157427769,4.761904761904762
France,France,230874,30247,71906,128721.0,353.7024329256253,13.101085440543327
Gabon,Gabon,8077,51,5920,2106.0,362.8925007907525,0.6314225578804011
Gambia,Gambia,1477,33,247,1197.0,61.11730881909938,2.2342586323628977
Georgia,Georgia,1278,17,1058,203.0,32.036699317528054,1.330203442879499
"Baden-Wurttemberg, Germany",Germany,38165,1859,35200,1106.0,344.77515898818865,4.870955063539894
"Bayern, Germany",Germany,52203,2627,48200,1376.0,399.2055806650612,5.032277838438404
"Berlin, Germany",Germany,9975,224,9088,663.0,273.67561579071264,2.245614035087719
"Brandenburg, Germany",Germany,3667,175,3400,92.0,145.98412288304112,4.772293427870193
"Bremen, Germany",Germany,1825,56,1709,60.0,267.2089911066991,3.068493150684932
"Hamburg, Germany",Germany,5773,262,5100,411.0,313.54909001243226,4.53836826606617
"Hessen, Germany",Germany,12876,526,11500,850.0,205.49620966741887,4.085119602360981
"Mecklenburg-Vorpommern, Germany",Germany,954,20,848,86.0,59.26662214422166,2.0964360587002098
"Niedersachsen, Germany",Germany,15122,655,13700,767.0,189.4406327482497,4.33143764052374
"Nordrhein-Westfalen, Germany",Germany,52588,1765,46600,4223.0,293.2527934659521,3.356278999011181
"Rheinland-Pfalz, Germany",Germany,7937,239,7250,448.0,194.3036257932984,3.0112133047751035
"Saarland, Germany",Germany,2952,174,2694,84.0,298.0285893414396,5.894308943089431
"Sachsen, Germany",Germany,5682,225,5305,152.0,139.33515892962544,3.9598732840549102
"Sachsen-Anhalt, Germany",Germany,2093,64,1937,92.0,94.7778878161282,3.057811753463928
"Schleswig-Holstein, Germany",Germany,3714,158,3260,296.0,128.21433404494476,4.2541733979536875
"Thuringen, Germany",Germany,3453,184,3200,69.0,161.11835643411902,5.328699681436431
"Unknown, Germany",Germany,1880,0,0,1880.0,-99.0,0.0
Ghana,Ghana,41572,223,39320,2029.0,133.78841303906015,0.5364187433849706
Greece,Greece,6177,216,1347,4614.0,59.262849590369655,3.4968431277319088
Grenada,Grenada,24,0,23,1.0,21.329730978768033,0.0
Guatemala,Guatemala,59089,2267,47394,9428.0,329.81931300304365,3.836585489685052
Guinea,Guinea,8116,50,7060,1006.0,61.79950158351705,0.6160670280926565
Guinea-Bissau,Guinea-Bissau,2088,29,1015,1044.0,106.0976687984439,1.3888888888888888
Guyana,Guyana,623,22,191,410.0,79.20575570300511,3.531300160513644
Haiti,Haiti,7743,187,5123,2433.0,67.90596440282172,2.415084592535193
Holy See,Holy See,12,0,12,0.0,1483.3127317676144,0.0
Honduras,Honduras,48657,1533,6945,40179.0,491.256191057738,3.150625809236081
Hungary,Hungary,4768,605,3529,634.0,49.35638977883824,12.688758389261745
Iceland,Iceland,1972,10,1847,115.0,577.8754578754579,0.5070993914807302
"Andaman and Nicobar Islands, India",India,1900,21,829,1050.0,455.59615956416235,1.1052631578947372
"Andhra Pradesh, India",India,254146,2296,161425,90425.0,471.4842347679302,0.9034177205228492
"Arunachal Pradesh, India",India,2430,3,1659,768.0,154.73193170399972,0.12345679012345676
"Assam, India",India,68999,161,47209,21629.0,193.77910081206142,0.23333671502485545
"Bihar, India",India,90321,416,59786,30119.0,72.3726390671097,0.460579488712481
"Chandigarh, India",India,1751,26,1023,702.0,151.14724296552444,1.4848657909765848
"Chhattisgarh, India",India,13498,109,9508,3881.0,45.855055288837754,0.8075270410431175
"Dadra and Nagar Haveli and Daman and Diu, India",India,1696,2,1248,446.0,275.44809037815645,0.1179245283018868
"Delhi, India",India,148504,4153,133405,10946.0,793.6754800217758,2.7965576684803097
"Goa, India",India,9924,89,6641,3194.0,625.6264775413713,0.8968158000806127
"Gujarat, India",India,74318,2713,57421,14184.0,116.35385732106288,3.650528808633172
"Haryana, India",India,44024,503,36694,6827.0,156.08750487330263,1.1425586043976013
"Himachal Pradesh, India",India,3636,18,2362,1256.0,48.792565172495,0.4950495049504951
"Jammu and Kashmir, India",India,26413,498,18523,7392.0,194.12302518241523,1.885435202362473
"Jharkhand, India",India,19743,197,10815,8731.0,51.15568896967991,0.9978220128653194
"Karnataka, India",India,196494,3510,112633,80351.0,290.8321318071931,1.7863140859262878
"Kerala, India",India,38144,126,24922,13096.0,106.84760543742935,0.3303271812080537
"Ladakh, India",India,1811,9,1274,528.0,660.2525073918385,0.4969630038652678
"Lakshadweep, India",India,0,0,0,0.0,0.0,-99.0
"Madhya Pradesh, India",India,41604,1048,31239,9317.0,48.74004739865344,2.518988558792424
"Maharashtra, India",India,548313,18650,381843,147820.0,445.26083858598884,3.4013419342601763
"Manipur, India",India,3982,12,2231,1739.0,128.8029124596278,0.3013561024610749
"Meghalaya, India",India,1179,6,517,656.0,35.0193512360732,0.5089058524173028
"Mizoram, India",India,649,0,330,319.0,52.37063887337764,0.0
"Nagaland, India",India,3118,8,1113,1997.0,138.59656531218675,0.25657472738935216
"Odisha, India",India,50672,305,36479,13888.0,109.30976552201044,0.6019103252289233
"Puducherry, India",India,6381,96,3676,2609.0,451.41920084440363,1.5044663845792197
"Punjab, India",India,26909,675,17212,9022.0,89.27595965850661,2.508454420454123
"Rajasthan, India",India,56100,822,41648,13630.0,69.23131972085983,1.46524064171123
"Sikkim, India",India,930,1,550,379.0,134.73359690895052,0.10752688172043012
"Tamil Nadu, India",India,314520,5278,256313,52929.0,404.0530326928003,1.6781126796388146
"Telangana, India",India,86475,665,63074,22736.0,219.68749526836703,0.7690083839259901
"Tripura, India",India,6603,44,4912,1647.0,158.35314646239118,0.6663637740421021
"Unknown, India",India,0,0,0,0.0,-99.0,-99.0
"Uttar Pradesh, India",India,136238,2230,84661,49347.0,57.27107758665536,1.6368414098856412
"Uttarakhand, India",India,10886,140,6687,4059.0,96.75706510561236,1.2860554841080287
"West Bengal, India",India,104326,2203,76120,26003.0,104.73519727369239,2.1116500201292103
Indonesia,Indonesia,130718,5903,85798,39017.0,47.790388092295686,4.5158279655441484
Iran,Iran,333699,18988,290244,24467.0,397.2940444182264,5.690157896787224
Iraq,Iraq,160436,5588,114541,40307.0,398.8712487634099,3.483008801017228
Ireland,Ireland,26838,1774,23364,1700.0,543.521846589045,6.610030553692527
Israel,Israel,88151,639,62109,25403.0,1018.434318548084,0.7248925139816905
"Abruzzo, Italy",Italy,3516,472,2823,221.0,268.073621128715,13.424345847554038
"Basilicata, Italy",Italy,477,28,377,72.0,84.74440766856942,5.870020964360587
"Calabria, Italy",Italy,1304,97,1097,110.0,66.97032711204331,7.4386503067484675
"Campania, Italy",Italy,5143,440,4279,424.0,88.6465534537166,8.555317907835894
"Emilia-Romagna, Italy",Italy,30220,4298,24115,1807.0,677.6579406060397,14.222369291859696
"Friuli Venezia Giulia, Italy",Italy,3461,348,2949,164.0,284.8043975576439,10.054897428488877
"Lazio, Italy",Italy,8920,868,6931,1121.0,151.72436785198778,9.730941704035876
"Liguria, Italy",Italy,10330,1569,8534,227.0,666.1765464582364,15.188770571151984
"Lombardia, Italy",Italy,97054,16833,74700,5521.0,964.6964477374753,17.34395285099017
"Marche, Italy",Italy,6976,987,5822,167.0,457.36134759003477,14.14850917431193
"Molise, Italy",Italy,479,23,427,29.0,156.7321189593511,4.801670146137787
"P.A. Bolzano, Italy",Italy,2779,292,2357,130.0,522.0563648044965,10.50737675422814
"P.A. Trento, Italy",Italy,4998,405,4525,68.0,923.1314806674326,8.103241296518608
"Piemonte, Italy",Italy,31956,4138,26963,855.0,733.5404459547618,12.949054950557015
"Puglia, Italy",Italy,4793,554,3977,262.0,118.96095683030231,11.558522845816816
"Sardegna, Italy",Italy,1462,134,1245,83.0,89.16857923713901,9.165526675786595
"Sicilia, Italy",Italy,3603,284,2757,562.0,72.06157094224655,7.882320288648349
"Toscana, Italy",Italy,10707,1137,9007,563.0,287.0785686879783,10.619221070327825
"Umbria, Italy",Italy,1517,80,1380,57.0,171.99253980941367,5.273566249176005
"Valle d'Aosta, Italy",Italy,1217,146,1056,15.0,968.4401508761321,11.99671322925226
"Veneto, Italy",Italy,20801,2092,17376,1333.0,424.0036495174948,10.057208788039038
Jamaica,Jamaica,1065,14,753,298.0,35.96562294316317,1.3145539906103287
"Aichi, Japan",Japan,3391,38,1345,2008.0,44.900591731802976,1.1206133883810083
"Akita, Japan",Japan,36,0,16,20.0,3.7248186737576177,0.0
"Aomori, Japan",Japan,35,1,29,5.0,2.808152628711676,2.8571428571428568
"Chiba, Japan",Japan,2255,55,1555,645.0,36.02592076981401,2.4390243902439024
"Ehime, Japan",Japan,107,5,87,15.0,7.989755192407492,4.672897196261682
"Fukui, Japan",Japan,154,8,128,18.0,20.053728365738337,5.1948051948051965
"Fukuoka, Japan",Japan,3216,38,1734,1444.0,63.013367415936614,1.1815920398009951
"Fukushima, Japan",Japan,100,0,88,12.0,5.418529963657919,0.0
"Gifu, Japan",Japan,484,7,343,134.0,24.36339309579696,1.4462809917355373
"Gunma, Japan",Japan,244,19,166,59.0,12.561417092587938,7.786885245901638
"Hiroshima, Japan",Japan,422,3,321,98.0,15.048978719959544,0.7109004739336493
"Hokkaido, Japan",Japan,1572,103,1320,149.0,29.94257767879881,6.552162849872774
"Hyogo, Japan",Japan,1730,47,1327,356.0,31.649101110645624,2.7167630057803467
"Ibaraki, Japan",Japan,416,11,287,118.0,14.543893365292606,2.644230769230769
"Ishikawa, Japan",Japan,399,28,290,81.0,35.07232898723596,7.0175438596491215
"Iwate, Japan",Japan,7,0,1,6.0,0.5705827116698836,0.0
"Kagawa, Japan",Japan,60,0,47,13.0,6.273873395326174,0.0
"Kagoshima, Japan",Japan,277,4,229,44.0,17.287940319783207,1.444043321299639
"Kanagawa, Japan",Japan,3400,104,2677,619.0,36.96348051611457,3.0588235294117645
"Kochi, Japan",Japan,83,3,77,3.0,11.89062345547248,3.6144578313253017
"Kumamoto, Japan",Japan,370,5,148,217.0,21.172292678907304,1.3513513513513509
"Kyoto, Japan",Japan,1026,21,776,229.0,39.721915618417185,2.046783625730994
"Mie, Japan",Japan,261,1,99,161.0,14.655659386753303,0.3831417624521073
"Miyagi, Japan",Japan,184,1,158,25.0,7.977921968118662,0.5434782608695652
"Miyazaki, Japan",Japan,269,0,124,145.0,25.062866800645857,0.0
"Nagano, Japan",Japan,139,0,100,39.0,6.784492310095228,0.0
"Nagasaki, Japan",Japan,171,3,36,132.0,12.890833486616149,1.7543859649122806
"Nara, Japan",Japan,341,2,238,101.0,25.63672682902257,0.5865102639296188
"Niigata, Japan",Japan,128,0,113,15.0,5.757710158669897,0.0
"Oita, Japan",Japan,93,1,63,29.0,8.190700648386434,1.075268817204301
"Okayama, Japan",Japan,117,0,84,33.0,6.191832496642122,0.0
"Okinawa, Japan",Japan,1310,10,543,757.0,90.14787003292118,0.7633587786259542
"Osaka, Japan",Japan,6178,97,4256,1825.0,70.12992880415985,1.5700874069278083
"Port Quarantine, Japan",Japan,695,1,238,456.0,-99.0,0.14388489208633093
"Saga, Japan",Japan,172,0,97,75.0,21.111780741882704,0.0
"Saitama, Japan",Japan,3004,80,2302,622.0,40.87245548895716,2.6631158455392807
"Shiga, Japan",Japan,311,3,175,133.0,21.995228944872604,0.964630225080386
"Shimane, Japan",Japan,132,0,32,100.0,19.57452109154648,0.0
"Shizuoka, Japan",Japan,389,1,286,102.0,10.676465228207388,0.2570694087403599
"Tochigi, Japan",Japan,256,1,179,-1548.0,13.49541621207969,0.390625
"Tokushima, Japan",Japan,70,1,13,56.0,9.615688407738157,1.4285714285714286
"Tokyo, Japan",Japan,16484,336,12220,3928.0,118.41390025748056,2.038340208687212
"Tottori, Japan",Japan,21,0,5,16.0,3.779983368073181,0.0
"Toyama, Japan",Japan,296,22,221,53.0,28.36602133968119,7.432432432432432
"Unknown, Japan",Japan,8,0,8,0.0,-99.0,0.0
"Wakayama, Japan",Japan,186,4,160,22.0,20.109564692793967,2.150537634408602
"Yamagata, Japan",Japan,76,1,75,0.0,7.052277792933989,1.3157894736842106
"Yamaguchi, Japan",Japan,78,0,53,25.0,5.742320015077271,0.0
"Yamanashi, Japan",Japan,135,1,100,34.0,16.64701907378452,0.7407407407407407
Jordan,Jordan,1303,11,1215,77.0,12.770578468981116,0.8442056792018419
Kazakhstan,Kazakhstan,101372,1269,76756,23347.0,539.8816736076246,1.251824961527838
Kenya,Kenya,28104,456,14610,13038.0,52.265799785387365,1.6225448334756618
"Korea, South","Korea, South",14770,305,13817,648.0,28.80872901758548,2.0649966147596484
Kosovo,Kosovo,10419,341,6058,4020.0,575.5189834541743,3.2728668778193684
Kuwait,Kuwait,73785,489,65451,7845.0,1727.7581433642356,0.6627363285220573
Kyrgyzstan,Kyrgyzstan,40759,1484,32997,6278.0,624.7364615781481,3.640913663240021
Laos,Laos,20,0,19,1.0,0.27489308033640314,0.0
Latvia,Latvia,1303,32,1078,193.0,69.08061808862466,2.4558710667689945
Lebanon,Lebanon,7413,89,2407,4917.0,108.60835093170523,1.2005935518683395
Lesotho,Lesotho,798,24,175,599.0,37.25051954671999,3.0075187969924815
Liberia,Liberia,1252,82,738,432.0,24.754447545780405,6.5495207667731625
Libya,Libya,6611,132,778,5701.0,96.21196145642004,1.9966722129783687
Liechtenstein,Liechtenstein,90,1,87,2.0,235.99129454335684,1.1111111111111112
Lithuania,Lithuania,2309,81,1683,545.0,84.81826520383015,3.508012126461672
Luxembourg,Luxembourg,7300,122,6262,916.0,1166.1788950375094,1.6712328767123288
MS Zaandam,MS Zaandam,9,2,0,7.0,-99.0,22.222222222222207
Madagascar,Madagascar,13397,156,11529,1712.0,48.380306986897104,1.164439799955214
Malawi,Malawi,4752,152,2529,2071.0,24.84062299153344,3.1986531986531985
Malaysia,Malaysia,9114,125,8817,172.0,28.15918112582223,1.3715163484748738
Maldives,Maldives,5366,21,2884,2461.0,992.7073196902368,0.3913529631010063
Mali,Mali,2582,125,1977,480.0,12.750092169043507,4.841208365608057
Malta,Malta,1190,9,695,486.0,269.51186644894335,0.7563025210084033
Mauritania,Mauritania,6622,157,5741,724.0,142.41901558393516,2.370884929024464
Mauritius,Mauritius,344,10,334,0.0,27.048979883893825,2.9069767441860463
"Aguascalientes, Mexico",Mexico,4624,310,3929,385.0,322.311946941208,6.704152249134947
"Baja California, Mexico",Mexico,14881,2833,11276,772.0,409.39588452730607,19.037699079362945
"Baja California Sur, Mexico",Mexico,5799,228,4531,1040.0,720.6340685068374,3.931712364200724
"Campeche, Mexico",Mexico,5062,646,4208,208.0,505.88786718594633,12.761754247333071
"Chiapas, Mexico",Mexico,5990,962,4863,165.0,104.53082673413414,16.06010016694491
"Chihuahua, Mexico",Mexico,6277,994,4771,512.0,165.11959662100642,15.835590250119484
"Ciudad de Mexico, Mexico",Mexico,82510,9598,67256,5656.0,914.8824463098393,11.632529390376925
"Coahuila, Mexico",Mexico,16576,1000,13120,2456.0,514.9873241537008,6.032818532818532
"Colima, Mexico",Mexico,2475,299,1644,532.0,315.22518540972266,12.08080808080808
"Durango, Mexico",Mexico,4970,361,3936,673.0,265.91817210951757,7.2635814889336014
"Guanajuato, Mexico",Mexico,25244,1328,21246,2670.0,405.3193752584023,5.2606559974647435
"Guerrero, Mexico",Mexico,12756,1489,10202,1065.0,348.8059221536059,11.672938225148947
"Hidalgo, Mexico",Mexico,8148,1258,5936,954.0,263.99569208797004,15.439371624938635
"Jalisco, Mexico",Mexico,15852,1904,12125,1823.0,188.49677390125888,12.011102699974769
"Mexico, Mexico",Mexico,59174,7116,47894,4164.0,339.53817437552317,12.025551762598438
"Michoacan, Mexico",Mexico,11684,904,9502,1278.0,242.1353168368805,7.737076343717905
"Morelos, Mexico",Mexico,4488,882,3305,301.0,219.56324135616504,19.6524064171123
"Nayarit, Mexico",Mexico,4094,468,3118,508.0,317.71629192337866,11.431362970200293
"Nuevo Leon, Mexico",Mexico,22577,1631,18405,2541.0,402.4310923427577,7.224166186827303
"Oaxaca, Mexico",Mexico,11975,1089,10113,773.0,289.0003916890486,9.093945720250524
"Puebla, Mexico",Mexico,23311,2933,18544,1834.0,352.9589363294542,12.582042812406161
"Queretaro, Mexico",Mexico,4548,578,3463,507.0,199.50544757783803,12.708883025505715
"Quintana Roo, Mexico",Mexico,8952,1157,6920,875.0,519.4808209328952,12.924486148346734
"San Luis Potosi, Mexico",Mexico,13153,790,10567,1796.0,458.9095725194355,6.0062343191667305
"Sinaloa, Mexico",Mexico,14174,2502,11017,655.0,449.01690830285287,17.65203894454635
"Sonora, Mexico",Mexico,19531,2361,16279,891.0,635.2071472593663,12.088474732476575
"Tabasco, Mexico",Mexico,24954,2272,21140,1542.0,970.1094784524432,9.104752745050893
"Tamaulipas, Mexico",Mexico,18929,1415,16092,1422.0,518.5172198996221,7.475302445982355
"Tlaxcala, Mexico",Mexico,5311,782,4077,452.0,384.85200480286034,14.72415740915082
"Veracruz, Mexico",Mexico,24687,3138,19656,1893.0,289.07961276189235,12.71114351683072
"Yucatan, Mexico",Mexico,12001,1094,9527,1380.0,531.2297208886024,9.115907007749357
"Zacatecas, Mexico",Mexico,3673,344,2520,809.0,220.41182746788638,9.365641165260003
Moldova,Moldova,28697,863,19998,7836.0,711.3848094293379,3.0072829912534416
Monaco,Monaco,141,4,114,23.0,359.2905921924372,2.8368794326241136
Mongolia,Mongolia,297,0,269,28.0,9.059595667500027,0.0
Montenegro,Montenegro,3813,73,2638,1102.0,607.1056679117668,1.914503015997902
Morocco,Morocco,36694,556,25677,10461.0,99.41328982347002,1.5152340982176922
Mozambique,Mozambique,2559,19,951,1589.0,8.187376051557111,0.7424775302852676
Namibia,Namibia,3406,22,835,2549.0,134.046147137489,0.6459189665296535
Nepal,Nepal,24432,91,16728,7613.0,83.85269930735033,0.37246234446627374
"Aruba, Netherlands",Netherlands,798,3,114,681.0,747.4289567839949,0.3759398496240601
"Bonaire, Sint Eustatius and Saba, Netherlands",Netherlands,13,0,7,6.0,49.5785820525533,0.0
"Curacao, Netherlands",Netherlands,32,1,30,1.0,19.500304692260816,3.125
"Drenthe, Netherlands",Netherlands,575,41,0,534.0,116.47173686705207,7.130434782608695
"Flevoland, Netherlands",Netherlands,1112,93,0,1019.0,262.87111041768605,8.363309352517986
"Friesland, Netherlands",Netherlands,701,69,0,632.0,107.8532887560254,9.843081312410842
"Gelderland, Netherlands",Netherlands,6851,685,0,6166.0,328.43517012855517,9.998540359071669
"Groningen, Netherlands",Netherlands,456,17,0,439.0,77.83349776228694,3.728070175438596
"Limburg, Netherlands",Netherlands,5030,754,0,4276.0,450.23232166816894,14.990059642147115
"Noord-Brabant, Netherlands",Netherlands,10873,1542,0,9331.0,424.2368672099198,14.181918513749654
"Noord-Holland, Netherlands",Netherlands,9717,816,0,8901.0,337.45125501514656,8.397653596789132
"Overijssel, Netherlands",Netherlands,3269,311,0,2958.0,281.2270411542955,9.51361272560416
"Sint Maarten, Netherlands",Netherlands,248,17,102,129.0,578.3312345506272,6.854838709677418
"Unknown, Netherlands",Netherlands,556,18,0,538.0,-99.0,3.2374100719424463
"Utrecht, Netherlands",Netherlands,4772,432,0,4340.0,352.22027200380273,9.052808046940486
"Zeeland, Netherlands",Netherlands,950,69,0,881.0,247.72613484646197,7.263157894736843
"Zuid-Holland, Netherlands",Netherlands,15765,1314,0,14451.0,425.08202343896613,8.334919124643196
New Zealand,New Zealand,1589,22,1531,36.0,32.95153925577632,1.3845185651353051
Nicaragua,Nicaragua,4115,128,2913,1074.0,62.11738933670101,3.1105710814094776
Niger,Niger,1161,69,1075,17.0,4.796205470268567,5.943152454780361
Nigeria,Nigeria,47743,956,33943,12844.0,23.160519866569828,2.002387784596695
North Macedonia,North Macedonia,12217,530,8487,3200.0,586.4028645758335,4.3382172382745345
Norway,Norway,9783,256,8857,670.0,180.4568030720636,2.616784217520188
Oman,Oman,82299,539,77072,4688.0,1611.6133130668375,0.654928978480905
"Azad Jammu and Kashmir, Pakistan",Pakistan,2164,59,1971,134.0,53.320268178454064,2.735280482151136
"Balochistan, Pakistan",Pakistan,12044,138,10458,1448.0,96.85357126886929,1.1542321846771495
"Gilgit-Baltistan, Pakistan",Pakistan,2402,58,2002,342.0,235.00765600088403,2.434928631402183
"Islamabad, Pakistan",Pakistan,15323,173,13020,2130.0,762.2950983069632,1.1244769874476988
"Khyber Pakhtunkhwa, Pakistan",Pakistan,34947,1235,32248,1464.0,114.20429283515243,3.542844028801744
"Punjab, Pakistan",Pakistan,94865,2179,86389,6297.0,86.09480734915421,2.2984743704798607
"Sindh, Pakistan",Pakistan,124929,2297,117972,4660.0,260.109149530831,1.8385304601946115
Panama,Panama,77377,1703,51597,24077.0,1793.3061522658927,2.2009124158341624
Papua New Guinea,Papua New Guinea,287,3,78,206.0,3.2077694635324114,1.0452961672473868
Paraguay,Paraguay,8018,93,5384,2541.0,112.41452892592108,1.1598902469443753
"Amazonas, Peru",Peru,7488,129,0,7359.0,1721.4151827553892,1.7422077038246904
"Ancash, Peru",Peru,14473,900,0,13573.0,1205.3193291546672,6.282501756851723
"Apurimac, Peru",Peru,1493,48,0,1445.0,325.2844207104713,3.426124197002141
"Arequipa, Peru",Peru,20892,938,0,19954.0,1354.080406037131,4.576839613335964
"Ayacucho, Peru",Peru,5302,115,0,5187.0,765.1900628554324,1.6624291022882849
"Cajamarca, Peru",Peru,9377,261,0,9116.0,612.2996491710808,2.898550724637681
"Callao, Peru",Peru,23576,1114,0,22462.0,2059.651296574918,4.748195256101753
"Cusco, Peru",Peru,7458,163,0,7295.0,517.5742391865007,2.2494305239179955
"Huancavelica, Peru",Peru,2614,50,0,2564.0,684.0952641664386,1.96078431372549
"Huanuco, Peru",Peru,8557,227,0,8330.0,1095.4886229120084,2.7254172169528155
"Ica, Peru",Peru,15528,1006,0,14522.0,1563.371616078753,6.559097468188377
"Junin, Peru",Peru,10165,510,0,9655.0,730.2240176276166,5.0694025347012674
"La Libertad, Peru",Peru,18165,1457,0,16708.0,887.1479571598571,8.087413369103508
"Lambayeque, Peru",Peru,19165,1270,0,17895.0,1448.2758620689654,6.679308891698272
"Lima, Peru",Peru,250708,10183,0,240525.0,2325.107023568706,4.086612388922161
"Loreto, Peru",Peru,12694,622,0,12072.0,1226.2553522771507,4.737719228632648
"Madre de Dios, Peru",Peru,4282,109,0,4173.0,2402.7617951668585,2.6101532567049808
"Moquegua, Peru",Peru,5082,148,0,4934.0,2539.699014011417,2.9628116060482217
"Pasco, Peru",Peru,2798,59,0,2739.0,994.1154836336888,2.145763965963744
"Piura, Peru",Peru,23182,1331,0,21851.0,1120.5078125,5.782639009935505
"Puno, Peru",Peru,4062,124,0,3938.0,313.97415185783524,3.0872137895549265
"San Martin, Peru",Peru,10603,433,0,10170.0,1155.7358826144953,4.155044724439742
